data_source,service_category_1,year_month,claim_count
cms_synthetic,ancillary,202112,132
cms_synthetic,ancillary,202201,105
cms_synthetic,ancillary,202202,122
cms_synthetic,ancillary,202203,119
cms_synthetic,ancillary,202204,163
cms_synthetic,ancillary,202205,111
cms_synthetic,ancillary,202206,104
cms_synthetic,ancillary,202207,122
cms_synthetic,ancillary,202208,130
cms_synthetic,ancillary,202209,119
cms_synthetic,ancillary,202210,136
cms_synthetic,ancillary,202211,99
cms_synthetic,ancillary,202212,113
cms_synthetic,ancillary,202301,142
cms_synthetic,ancillary,202302,132
cms_synthetic,ancillary,202303,9
cms_synthetic,inpatient,201501,2
cms_synthetic,inpatient,201502,4
cms_synthetic,inpatient,201503,69
cms_synthetic,inpatient,201504,67
cms_synthetic,inpatient,201505,62
cms_synthetic,inpatient,201506,63
cms_synthetic,inpatient,201507,67
cms_synthetic,inpatient,201508,83
cms_synthetic,inpatient,201509,61
cms_synthetic,inpatient,201510,81
cms_synthetic,inpatient,201511,94
cms_synthetic,inpatient,201512,60
cms_synthetic,inpatient,201601,70
cms_synthetic,inpatient,201602,71
cms_synthetic,inpatient,201603,68
cms_synthetic,inpatient,201604,70
cms_synthetic,inpatient,201605,66
cms_synthetic,inpatient,201606,72
cms_synthetic,inpatient,201607,77
cms_synthetic,inpatient,201608,59
cms_synthetic,inpatient,201609,74
cms_synthetic,inpatient,201610,70
cms_synthetic,inpatient,201611,81
cms_synthetic,inpatient,201612,78
cms_synthetic,inpatient,201701,72
cms_synthetic,inpatient,201702,70
cms_synthetic,inpatient,201703,73
cms_synthetic,inpatient,201704,53
cms_synthetic,inpatient,201705,103
cms_synthetic,inpatient,201706,83
cms_synthetic,inpatient,201707,79
cms_synthetic,inpatient,201708,94
cms_synthetic,inpatient,201709,73
cms_synthetic,inpatient,201710,65
cms_synthetic,inpatient,201711,70
cms_synthetic,inpatient,201712,81
cms_synthetic,inpatient,201801,72
cms_synthetic,inpatient,201802,74
cms_synthetic,inpatient,201803,99
cms_synthetic,inpatient,201804,82
cms_synthetic,inpatient,201805,65
cms_synthetic,inpatient,201806,80
cms_synthetic,inpatient,201807,84
cms_synthetic,inpatient,201808,106
cms_synthetic,inpatient,201809,62
cms_synthetic,inpatient,201810,75
cms_synthetic,inpatient,201811,78
cms_synthetic,inpatient,201812,102
cms_synthetic,inpatient,201901,82
cms_synthetic,inpatient,201902,64
cms_synthetic,inpatient,201903,101
cms_synthetic,inpatient,201904,77
cms_synthetic,inpatient,201905,94
cms_synthetic,inpatient,201906,94
cms_synthetic,inpatient,201907,106
cms_synthetic,inpatient,201908,105
cms_synthetic,inpatient,201909,86
cms_synthetic,inpatient,201910,68
cms_synthetic,inpatient,201911,101
cms_synthetic,inpatient,201912,84
cms_synthetic,inpatient,202001,105
cms_synthetic,inpatient,202002,89
cms_synthetic,inpatient,202003,69
cms_synthetic,inpatient,202004,91
cms_synthetic,inpatient,202005,119
cms_synthetic,inpatient,202006,109
cms_synthetic,inpatient,202007,135
cms_synthetic,inpatient,202008,107
cms_synthetic,inpatient,202009,109
cms_synthetic,inpatient,202010,114
cms_synthetic,inpatient,202011,106
cms_synthetic,inpatient,202012,155
cms_synthetic,inpatient,202101,125
cms_synthetic,inpatient,202102,92
cms_synthetic,inpatient,202103,95
cms_synthetic,inpatient,202104,110
cms_synthetic,inpatient,202105,107
cms_synthetic,inpatient,202106,115
cms_synthetic,inpatient,202107,106
cms_synthetic,inpatient,202108,124
cms_synthetic,inpatient,202109,121
cms_synthetic,inpatient,202110,129
cms_synthetic,inpatient,202111,98
cms_synthetic,inpatient,202112,107
cms_synthetic,inpatient,202201,105
cms_synthetic,inpatient,202202,61
cms_synthetic,inpatient,202203,119
cms_synthetic,inpatient,202204,121
cms_synthetic,inpatient,202205,103
cms_synthetic,inpatient,202206,138
cms_synthetic,inpatient,202207,123
cms_synthetic,inpatient,202208,118
cms_synthetic,inpatient,202209,134
cms_synthetic,inpatient,202210,124
cms_synthetic,inpatient,202211,131
cms_synthetic,inpatient,202212,125
cms_synthetic,inpatient,202301,102
cms_synthetic,inpatient,202302,92
cms_synthetic,inpatient,202303,2
cms_synthetic,office-based,201503,561
cms_synthetic,office-based,201504,795
cms_synthetic,office-based,201505,764
cms_synthetic,office-based,201506,775
cms_synthetic,office-based,201507,744
cms_synthetic,office-based,201508,791
cms_synthetic,office-based,201509,765
cms_synthetic,office-based,201510,799
cms_synthetic,office-based,201511,777
cms_synthetic,office-based,201512,795
cms_synthetic,office-based,201601,802
cms_synthetic,office-based,201602,1001
cms_synthetic,office-based,201603,895
cms_synthetic,office-based,201604,829
cms_synthetic,office-based,201605,848
cms_synthetic,office-based,201606,818
cms_synthetic,office-based,201607,878
cms_synthetic,office-based,201608,812
cms_synthetic,office-based,201609,823
cms_synthetic,office-based,201610,862
cms_synthetic,office-based,201611,834
cms_synthetic,office-based,201612,863
cms_synthetic,office-based,201701,882
cms_synthetic,office-based,201702,765
cms_synthetic,office-based,201703,1169
cms_synthetic,office-based,201704,838
cms_synthetic,office-based,201705,941
cms_synthetic,office-based,201706,874
cms_synthetic,office-based,201707,893
cms_synthetic,office-based,201708,886
cms_synthetic,office-based,201709,903
cms_synthetic,office-based,201710,909
cms_synthetic,office-based,201711,845
cms_synthetic,office-based,201712,946
cms_synthetic,office-based,201801,894
cms_synthetic,office-based,201802,792
cms_synthetic,office-based,201803,1249
cms_synthetic,office-based,201804,834
cms_synthetic,office-based,201805,997
cms_synthetic,office-based,201806,913
cms_synthetic,office-based,201807,1022
cms_synthetic,office-based,201808,929
cms_synthetic,office-based,201809,959
cms_synthetic,office-based,201810,982
cms_synthetic,office-based,201811,898
cms_synthetic,office-based,201812,968
cms_synthetic,office-based,201901,955
cms_synthetic,office-based,201902,821
cms_synthetic,office-based,201903,1330
cms_synthetic,office-based,201904,929
cms_synthetic,office-based,201905,1038
cms_synthetic,office-based,201906,995
cms_synthetic,office-based,201907,1011
cms_synthetic,office-based,201908,978
cms_synthetic,office-based,201909,958
cms_synthetic,office-based,201910,1057
cms_synthetic,office-based,201911,959
cms_synthetic,office-based,201912,1047
cms_synthetic,office-based,202001,994
cms_synthetic,office-based,202002,931
cms_synthetic,office-based,202003,1360
cms_synthetic,office-based,202004,1029
cms_synthetic,office-based,202005,1086
cms_synthetic,office-based,202006,1041
cms_synthetic,office-based,202007,1066
cms_synthetic,office-based,202008,1077
cms_synthetic,office-based,202009,1088
cms_synthetic,office-based,202010,1082
cms_synthetic,office-based,202011,985
cms_synthetic,office-based,202012,1077
cms_synthetic,office-based,202101,1104
cms_synthetic,office-based,202102,967
cms_synthetic,office-based,202103,1465
cms_synthetic,office-based,202104,1130
cms_synthetic,office-based,202105,1118
cms_synthetic,office-based,202106,1109
cms_synthetic,office-based,202107,1117
cms_synthetic,office-based,202108,1135
cms_synthetic,office-based,202109,1121
cms_synthetic,office-based,202110,1126
cms_synthetic,office-based,202111,1163
cms_synthetic,office-based,202112,1141
cms_synthetic,office-based,202201,1144
cms_synthetic,office-based,202202,1078
cms_synthetic,office-based,202203,1296
cms_synthetic,office-based,202204,1434
cms_synthetic,office-based,202205,1219
cms_synthetic,office-based,202206,1233
cms_synthetic,office-based,202207,1195
cms_synthetic,office-based,202208,1270
cms_synthetic,office-based,202209,1227
cms_synthetic,office-based,202210,1206
cms_synthetic,office-based,202211,1248
cms_synthetic,office-based,202212,1190
cms_synthetic,office-based,202301,1261
cms_synthetic,office-based,202302,1139
cms_synthetic,office-based,202303,71
cms_synthetic,outpatient,201501,1
cms_synthetic,outpatient,201502,4
cms_synthetic,outpatient,201503,2372
cms_synthetic,outpatient,201504,3210
cms_synthetic,outpatient,201505,3512
cms_synthetic,outpatient,201506,3252
cms_synthetic,outpatient,201507,3347
cms_synthetic,outpatient,201508,3380
cms_synthetic,outpatient,201509,3253
cms_synthetic,outpatient,201510,3432
cms_synthetic,outpatient,201511,3341
cms_synthetic,outpatient,201512,3357
cms_synthetic,outpatient,201601,3397
cms_synthetic,outpatient,201602,3217
cms_synthetic,outpatient,201603,3493
cms_synthetic,outpatient,201604,3439
cms_synthetic,outpatient,201605,3620
cms_synthetic,outpatient,201606,3433
cms_synthetic,outpatient,201607,3672
cms_synthetic,outpatient,201608,3596
cms_synthetic,outpatient,201609,3466
cms_synthetic,outpatient,201610,3553
cms_synthetic,outpatient,201611,3554
cms_synthetic,outpatient,201612,3679
cms_synthetic,outpatient,201701,3673
cms_synthetic,outpatient,201702,3301
cms_synthetic,outpatient,201703,3719
cms_synthetic,outpatient,201704,3598
cms_synthetic,outpatient,201705,3758
cms_synthetic,outpatient,201706,3641
cms_synthetic,outpatient,201707,3780
cms_synthetic,outpatient,201708,3866
cms_synthetic,outpatient,201709,3670
cms_synthetic,outpatient,201710,3889
cms_synthetic,outpatient,201711,3786
cms_synthetic,outpatient,201712,3970
cms_synthetic,outpatient,201801,4123
cms_synthetic,outpatient,201802,3568
cms_synthetic,outpatient,201803,4089
cms_synthetic,outpatient,201804,3939
cms_synthetic,outpatient,201805,4016
cms_synthetic,outpatient,201806,3994
cms_synthetic,outpatient,201807,3967
cms_synthetic,outpatient,201808,4100
cms_synthetic,outpatient,201809,3941
cms_synthetic,outpatient,201810,4119
cms_synthetic,outpatient,201811,4035
cms_synthetic,outpatient,201812,4232
cms_synthetic,outpatient,201901,4293
cms_synthetic,outpatient,201902,3943
cms_synthetic,outpatient,201903,4465
cms_synthetic,outpatient,201904,4342
cms_synthetic,outpatient,201905,4436
cms_synthetic,outpatient,201906,4447
cms_synthetic,outpatient,201907,4630
cms_synthetic,outpatient,201908,4655
cms_synthetic,outpatient,201909,4552
cms_synthetic,outpatient,201910,4713
cms_synthetic,outpatient,201911,4621
cms_synthetic,outpatient,201912,4932
cms_synthetic,outpatient,202001,4976
cms_synthetic,outpatient,202002,4682
cms_synthetic,outpatient,202003,4978
cms_synthetic,outpatient,202004,4977
cms_synthetic,outpatient,202005,5150
cms_synthetic,outpatient,202006,4977
cms_synthetic,outpatient,202007,5311
cms_synthetic,outpatient,202008,5314
cms_synthetic,outpatient,202009,5004
cms_synthetic,outpatient,202010,5259
cms_synthetic,outpatient,202011,5120
cms_synthetic,outpatient,202012,5261
cms_synthetic,outpatient,202101,6164
cms_synthetic,outpatient,202102,6969
cms_synthetic,outpatient,202103,8574
cms_synthetic,outpatient,202104,7776
cms_synthetic,outpatient,202105,6903
cms_synthetic,outpatient,202106,5836
cms_synthetic,outpatient,202107,5962
cms_synthetic,outpatient,202108,6093
cms_synthetic,outpatient,202109,5876
cms_synthetic,outpatient,202110,5994
cms_synthetic,outpatient,202111,6002
cms_synthetic,outpatient,202112,5904
cms_synthetic,outpatient,202201,5998
cms_synthetic,outpatient,202202,5383
cms_synthetic,outpatient,202203,6039
cms_synthetic,outpatient,202204,5993
cms_synthetic,outpatient,202205,6113
cms_synthetic,outpatient,202206,5926
cms_synthetic,outpatient,202207,6156
cms_synthetic,outpatient,202208,6332
cms_synthetic,outpatient,202209,6205
cms_synthetic,outpatient,202210,6423
cms_synthetic,outpatient,202211,6264
cms_synthetic,outpatient,202212,6458
cms_synthetic,outpatient,202301,6607
cms_synthetic,outpatient,202302,6031
cms_synthetic,outpatient,202303,397
cms_synthetic,outpatient,202304,2
cms_synthetic,outpatient,202305,1
cms_synthetic,outpatient,202306,1
cms_synthetic,outpatient,202307,1
cms_synthetic,outpatient,202309,2
cms_synthetic,outpatient,202401,2
medicare_lds,ancillary,202001,1024695
medicare_lds,ancillary,202002,915734
medicare_lds,ancillary,202003,778114
medicare_lds,ancillary,202004,556959
medicare_lds,ancillary,202005,777449
medicare_lds,ancillary,202006,997019
medicare_lds,ancillary,202007,997843
medicare_lds,ancillary,202008,949528
medicare_lds,ancillary,202009,991721
medicare_lds,ancillary,202010,1017264
medicare_lds,ancillary,202011,951736
medicare_lds,ancillary,202012,988369
medicare_lds,inpatient,202001,721586
medicare_lds,inpatient,202002,657564
medicare_lds,inpatient,202003,607350
medicare_lds,inpatient,202004,495410
medicare_lds,inpatient,202005,548277
medicare_lds,inpatient,202006,580421
medicare_lds,inpatient,202007,607707
medicare_lds,inpatient,202008,599497
medicare_lds,inpatient,202009,600262
medicare_lds,inpatient,202010,634684
medicare_lds,inpatient,202011,602785
medicare_lds,inpatient,202012,617238
medicare_lds,office-based,202001,1738080
medicare_lds,office-based,202002,1553771
medicare_lds,office-based,202003,1280437
medicare_lds,office-based,202004,911507
medicare_lds,office-based,202005,1181546
medicare_lds,office-based,202006,1560254
medicare_lds,office-based,202007,1548111
medicare_lds,office-based,202008,1495887
medicare_lds,office-based,202009,1624156
medicare_lds,office-based,202010,1660867
medicare_lds,office-based,202011,1445503
medicare_lds,office-based,202012,1489407
medicare_lds,other,202001,62096
medicare_lds,other,202002,55415
medicare_lds,other,202003,50679
medicare_lds,other,202004,46539
medicare_lds,other,202005,54282
medicare_lds,other,202006,63968
medicare_lds,other,202007,66465
medicare_lds,other,202008,63111
medicare_lds,other,202009,66765
medicare_lds,other,202010,70442
medicare_lds,other,202011,60806
medicare_lds,other,202012,64715
medicare_lds,outpatient,202001,1576416
medicare_lds,outpatient,202002,1441117
medicare_lds,outpatient,202003,1210533
medicare_lds,outpatient,202004,802884
medicare_lds,outpatient,202005,1078897
medicare_lds,outpatient,202006,1396632
medicare_lds,outpatient,202007,1431430
medicare_lds,outpatient,202008,1447015
medicare_lds,outpatient,202009,1659039
medicare_lds,outpatient,202010,1697683
medicare_lds,outpatient,202011,1396713
medicare_lds,outpatient,202012,1375647
